Target_Genre,Mapped_Anchor_Genre,B2B_Platform_Category,Suno_Style_Prompt,Negative_Prompt,Suggested_Album_Title
jazz dominicano,Afro-Cuban Jazz / Latin Jazz (아프로 큐반 재즈),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"jazz dominicano, 120-150 bpm, syncopated piano tumbao, driving congas and bongos, cascading brass horn sections, warm acoustic upright bass, timbales, cowbell accents","no modern electronic drum machines, no heavy metal high-gain distortion guitars, no digital trap 808 sub-bass, no autotuned commercial mumble rap, no smooth synthesized pop pads",The Sound of jazz dominicano - 호텔 라운지
botswana hip hop,Joseon Hiphop / Korean Traditional Fusion Trap (조선힙합 / 국악 퓨전 힙합),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"botswana hip hop, 80-130 bpm, piercing taepyeongso blares, sharp gayageum plucks, weeping haegeum textures, heavy sliding 808 bass, organic janggu/buk percussion kits","no cheerful major scale pop melodies, no digital electronic EDM supersaw leads, no smooth unpitched commercial r&b vocal harmonies, no western country folk banjo, no fast techno house club kicks",The Sound of botswana hip hop - 호텔 라운지
shib,Shibuya-kei (시부야계),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"shib, 110-130 bpm, retro bossa nova guitar, groovy french pop bass, sophisticated brass horn sections, cheesy lounge organs, sparkling chimes, 1960s kitsch strings","no heavy rock metal distortion, no digital trap percussion loops, no aggressive shouting rap, no modern dubstep electronic drops, no dark industrial techno drones",The Sound of shib - 호텔 라운지
electroacoustic improvisation,Electro Swing / Vintage Big Band House (일렉트로 스윙),감성 브이로그 / 내추럴 브랜드 쇼룸 / 카페 큐레이션,"electroacoustic improvisation, 120-130 bpm, 1920s big band brass section, dynamic 4/4 electronic kick, glitchy swing guitar loops, driving acoustic upright bass, crisp high-hat ...","no modern heavy trap 808 sub-bass, no rapid triplet trap hi-hat rolls, no heavy metal high-gain distortion guitars, no slow depressing lo-fi bedroom beats, no raw unpolished garage noise",The Sound of electroacoustic improvisation - 감성 브이로그
west virginia metal,Industrial Metal / Neue Deutsche Härte (인더스트리얼 메탈),감성 브이로그 / 내추럴 브랜드 쇼룸 / 카페 큐레이션,"west virginia metal, 90-110 bpm, chugging machine guitar riffs, heavy electronic sequencers, harsh industrial metallic percussions, pounding 4/4 electronic kicks, vintage hardwa...","no cheerful major scale pop melodies, no digital trap triplet hi-hat rolls, no smooth commercial pop vocal harmonies, no loose acoustic blues guitar, no rapid progressive metal sweeping solos",The Sound of west virginia metal - 감성 브이로그
lute,Chillstep (칠스텝),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"lute, 130-140 bpm, smooth sub-bass, soft dubstep half-time snare, floating ambient synth pads, delayed vocal chops, echoing acoustic piano","no aggressive screeching growl bass, no fast 4/4 straight house kicks, no heavy rock metal guitar distortion, no raw acoustic folk banjo, no autotuned mumble rap",The Sound of lute - 호텔 라운지
indie boliviano,Indie Folk (인디 포크),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"indie boliviano, 70-95 bpm, acoustic guitar, banjo, warm cello, rustic violin, soft acoustic drum kit, stomps and claps","no electronic drum machines, no heavy synthesizer drops, no aggressive guitar distortion, no auto-tuned pop vocals, no urban trap beats",The Sound of indie boliviano - 호텔 라운지
oratory,Mathcore / Chaotic Hardcore (매스코어),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"oratory, 140-180 bpm, dissonant erratic guitars, unpredictable panic-chord shrieks, asymmetric complex drums, snapping distorted bass, raw guitar feedback noise","no generic commercial pop-punk major scale melodies, no digital autotune voice shifting, no smooth r&b pop backing harmonies, no traditional progressive metal clean speed solos, no electronic trap drum loops",The Sound of oratory - 호텔 라운지
austrian punk,Ska Punk / Third Wave Ska (스카 펑크),감성 브이로그 / 내추럴 브랜드 쇼룸 / 카페 큐레이션,"austrian punk, 140-170 bpm, fast syncopated guitar upstrokes, blistering punk drums, explosive brass horn sections, aggressive bass guitar, distorted power chords","no modern electronic drum machines, no digital autotune voice shifting, no sliding heavy 808 sub-bass, no dark industrial techno drones, no progressive metal technical sweeping solos",The Sound of austrian punk - 감성 브이로그
karen pop,Alternative Pop / Dark Pop (얼터너티브 팝),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"karen pop, 75-105 bpm, minimalist sub-bass, organic foley percussion, clean delayed synth pluck, muted acoustic piano, subtle digital soundscapes","no massive edm supersaw leads, no heavy high-gain rock guitars, no high-tempo happy hardcore, no traditional large orchestral strings, no traditional belt singing",The Sound of karen pop - 호텔 라운지
syro-aramaic chant,Dark Ambient / Drone Music (다크 앰비언트 / 드론),감성 브이로그 / 내추럴 브랜드 쇼룸 / 카페 큐레이션,"syro-aramaic chant, 50-70 bpm, low synthesizer drones, distant industrial clangs, spooky field recordings, deep sub-bass rumbles, eerie string textures","no rhythmic drum machine beats, no commercial pop chord progressions, no bright major scale piano, no fast electronic dance tracks, no clean unpitched human vocals",The Sound of syro-aramaic chant - 감성 브이로그
chill-out trance,Chillwave / Glo-Fi Bedroom Pop (칠웨이브),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"chill-out trance, 80-100 bpm, warped cassette synth pads, dusty low-fi drum machine, chopped vintage funk loops, hazy dream pluck, modulated analog bass","no fast energetic commercial house dance kicks, no aggressive shouting rap, no rapid modern trap triplet hi-hat rolls, no crisp high-definition upfront commercial pop vocals, no heavy metal distortion guitars",The Sound of chill-out trance - 호텔 라운지
balalaika,Blackgaze / Post-Black Metal (블랙게이즈),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"balalaika, 120-160 bpm, wall of distorted guitars, rapid blast beats, buried electric bass, dream pop synth pads, ethereal clean acoustic chords","no modern commercial autotune pop, no clean upfront dry vocals, no hiphop trap hi-hat loops, no cheerful major scale pop melodies, no basic country folk banjo",The Sound of balalaika - 호텔 라운지
vintage norwegian pop,Alternative Pop / Dark Pop (얼터너티브 팝),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"vintage norwegian pop, 75-105 bpm, minimalist sub-bass, organic foley percussion, clean delayed synth pluck, muted acoustic piano, subtle digital soundscapes","no massive edm supersaw leads, no heavy high-gain rock guitars, no high-tempo happy hardcore, no traditional large orchestral strings, no traditional belt singing",The Sound of vintage norwegian pop - 호텔 라운지
kompa chretien,Mathcore / Chaotic Hardcore (매스코어),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"kompa chretien, 140-180 bpm, dissonant erratic guitars, unpredictable panic-chord shrieks, asymmetric complex drums, snapping distorted bass, raw guitar feedback noise","no generic commercial pop-punk major scale melodies, no digital autotune voice shifting, no smooth r&b pop backing harmonies, no traditional progressive metal clean speed solos, no electronic trap drum loops",The Sound of kompa chretien - 호텔 라운지
instrumental death metal,Industrial Metal / Neue Deutsche Härte (인더스트리얼 메탈),감성 브이로그 / 내추럴 브랜드 쇼룸 / 카페 큐레이션,"instrumental death metal, 90-110 bpm, chugging machine guitar riffs, heavy electronic sequencers, harsh industrial metallic percussions, pounding 4/4 electronic kicks, vintage h...","no cheerful major scale pop melodies, no digital trap triplet hi-hat rolls, no smooth commercial pop vocal harmonies, no loose acoustic blues guitar, no rapid progressive metal sweeping solos",The Sound of instrumental death metal - 감성 브이로그
mizo gospel,Digicore / Glitchcore (디지코어 / 글리치코어),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"mizo gospel, 140-180 bpm, bitcrushed synths, clipping 808 bass, heavily processed acoustic guitar, discord sound effects, rapid digital hi-hats","no clean high-definition studio vocal, no professional acoustic orchestra, no warm analog vintage console, no slow acoustic country folk, no commercial pop harmonies",The Sound of mizo gospel - 호텔 라운지
bern indie,Modern K-Indie / Sentimental Rock (모던 케이인디),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"bern indie, 80-105 bpm, warm acoustic guitar, vintage electric guitar, soft acoustic drums, melodic bass guitar, warm nostalgic synth pads","no heavy metal high-gain distortion, no aggressive autotune rap, no electronic trap drum loops, no massive edm drops, no futuristic hyperpop synths",The Sound of bern indie - 호텔 라운지
san antonio indie,Modern K-Indie / Sentimental Rock (모던 케이인디),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"san antonio indie, 80-105 bpm, warm acoustic guitar, vintage electric guitar, soft acoustic drums, melodic bass guitar, warm nostalgic synth pads","no heavy metal high-gain distortion, no aggressive autotune rap, no electronic trap drum loops, no massive edm drops, no futuristic hyperpop synths",The Sound of san antonio indie - 호텔 라운지
rap sergipano,Amapiano / South African Deep House (아마피아노),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"rap sergipano, 110-115 bpm, heavy log drum, jazzy piano chords, shaker loops, deep basslines, airy synth pads, tribal percussion","no fast electronic 4/4 edm festival kicks, no rapid trap triplet hi-hat rolls, no heavy metal high-gain guitar distortion, no sharp digital supersaw leads, no aggressive shouting metal growls",The Sound of rap sergipano - 호텔 라운지
japanese melodic hardcore,1980s J-Pop (80년대 제이팝),감성 브이로그 / 내추럴 브랜드 쇼룸 / 카페 큐레이션,"japanese melodic hardcore, 120-140 bpm, analog synth brass, crystalline chime bells, bright electric guitar, electronic drum kits Simmons, upbeat bass guitar, real string section","no modern heavy trap, no auto-tuned mumble rap, no dark industrial techno, no acoustic lo-fi indie, no heavy djent metal guitar, no death growls",The Sound of japanese melodic hardcore - 감성 브이로그
fisarmonica,Folktronica / Organic Electronic (포크트로니카),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"fisarmonica, 90-110 bpm, acoustic guitar picking, glitchy electronic micro-beats, organic warm cello, ambient field recordings, analog synthesizer warbles, warm upright bass","no heavy metal high-gain distortion guitars, no aggressive shouting rap, no modern heavy trap 808 bass glides, no straight 4/4 loud club house kicks, no sharp pop autotune",The Sound of fisarmonica - 호텔 라운지
jug band,UK Bassline / Speed Garage (UK 베이스라인),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"jug band, 135-142 bpm, warped bassline, heavy 4/4 garage kick, crisp skipping hi-hats, piercing alarm sirens, rapid vocal chops","no slow hiphop boom bap loops, no soft acoustic folk ballads, no traditional jazz chord progressions, no bright emotional grand piano, no heavy rock metal distortion",The Sound of jug band - 호텔 라운지
drone rock,Stoner Rock / Doom Metal (스토너 록 / 둠 메탈),감성 브이로그 / 내추럴 브랜드 쇼룸 / 카페 큐레이션,"drone rock, 60-85 bpm, fuzzy down-tuned guitars, heavy vintage bass, slow massive drum beats, vintage analog amplifiers, psychedelic organ","no rapid double-bass blast beats, no fast neon electronic synths, no crystal clear modern pop autotune, no bright major scale acoustic guitar, no hiphop trap hihats",The Sound of drone rock - 감성 브이로그
post-punk brasileiro,Post-Punk Revival / Garage Rock Revival (포스트 펑크 리바이벌),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"post-punk brasileiro, 120-140 bpm, sharp interlocking electric guitars, driving mechanical bassline, steady tight acoustic drum kit, subtle retro analog hardware synth","no heavy metal high-gain distortion solos, no polished commercial autotune pop, no electronic trap drum loops, no massive edm festival drops, no lush orchestral arrangements",The Sound of post-punk brasileiro - 호텔 라운지
musica folk asturiana,Traditional Celtic Folk / Irish Jig Style (켈틱 포크),감성 브이로그 / 내추럴 브랜드 쇼룸 / 카페 큐레이션,"musica folk asturiana, 110-140 bpm, lively acoustic fiddle, bright tin whistle, organic bodhran drum, wooden acoustic guitar, uilleann pipes, concertina accents","no modern electronic drum machines, no heavy metal high-gain distortion guitars, no digital autotune voice shifting, no sliding heavy 808 sub-bass glides, no synthetic pop pads",The Sound of musica folk asturiana - 감성 브이로그
swedish ebm,Midwest Emo / Emocore (미드웨스트 이모),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"swedish ebm, 120-150 bpm, clean telecaster guitar, intricate fingerpicking, driving bass guitar, raw dynamic acoustic drums, occasional rustic trumpet","no heavy high-gain metal distortion, no electronic pop synths, no autotune voice shifting, no urban trap 808 loops, no smooth commercial r&b pop",The Sound of swedish ebm - 호텔 라운지
french rock-and-roll,French House / Filter House (프렌치 하우스),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"french rock-and-roll, 120-130 bpm, filtered disco loop, heavy sidechain compression, funky electric bass, punchy 4/4 house kick, phaser guitar riffs, vintage rhodes","no modern aggressive dubstep growls, no rapid trap hi-hat rolls, no sliding heavy 808 sub-bass, no raw acoustic country folk guitar, no slow depressing ballads",The Sound of french rock-and-roll - 호텔 라운지
oxford choir,Folktronica / Organic Electronic (포크트로니카),감성 브이로그 / 내추럴 브랜드 쇼룸 / 카페 큐레이션,"oxford choir, 90-110 bpm, acoustic guitar picking, glitchy electronic micro-beats, organic warm cello, ambient field recordings, analog synthesizer warbles, warm upright bass","no heavy metal high-gain distortion guitars, no aggressive shouting rap, no modern heavy trap 808 bass glides, no straight 4/4 loud club house kicks, no sharp pop autotune",The Sound of oxford choir - 감성 브이로그
lombok indie,Modern K-Indie / Sentimental Rock (모던 케이인디),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"lombok indie, 80-105 bpm, warm acoustic guitar, vintage electric guitar, soft acoustic drums, melodic bass guitar, warm nostalgic synth pads","no heavy metal high-gain distortion, no aggressive autotune rap, no electronic trap drum loops, no massive edm drops, no futuristic hyperpop synths",The Sound of lombok indie - 호텔 라운지
tamburica,Gothic Americana / Dark Country (고딕 아메리카나),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"tamburica, 65-85 bpm, weeping dobro guitar, dark acoustic guitar plucks, heavy floor tom stomps, rusty banjo, atmospheric deep cello, hollow reverb whistling","no bright uplifting pop melodies, no electronic drum machines, no modern synthesisers, no auto-tuned rap flows, no flashy k-pop production, no bright electronic instruments",The Sound of tamburica - 호텔 라운지
austrian stoner rock,Stoner Rock / Doom Metal (스토너 록 / 둠 메탈),감성 브이로그 / 내추럴 브랜드 쇼룸 / 카페 큐레이션,"austrian stoner rock, 60-85 bpm, fuzzy down-tuned guitars, heavy vintage bass, slow massive drum beats, vintage analog amplifiers, psychedelic organ","no rapid double-bass blast beats, no fast neon electronic synths, no crystal clear modern pop autotune, no bright major scale acoustic guitar, no hiphop trap hihats",The Sound of austrian stoner rock - 감성 브이로그
luxembourgian pop,Alternative Pop / Dark Pop (얼터너티브 팝),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"luxembourgian pop, 75-105 bpm, minimalist sub-bass, organic foley percussion, clean delayed synth pluck, muted acoustic piano, subtle digital soundscapes","no massive edm supersaw leads, no heavy high-gain rock guitars, no high-tempo happy hardcore, no traditional large orchestral strings, no traditional belt singing",The Sound of luxembourgian pop - 호텔 라운지
modern mod,Modern Afrobeats / West African Pop (모던 아프로비츠),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"modern mod, 100-120 bpm, syncopated riddim drums, smooth synth bass, mellow electric guitar, marimba, subtle brass accents, organic shakers","no heavy industrial techno kicks, no sharp high-pitched supersaw leads, no fast trap hi-hat rolls, no heavy rock metal guitar distortion, no slow acoustic indie folk",The Sound of modern mod - 호텔 라운지
reggae boliviano,Traditional Roots Reggae (정통 레게),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"reggae boliviano, 70-85 bpm, off-beat guitar skank, heavy bubbling bassline, one-drop drum beat, vintage hammond organ bubbles, clean brass section, rasta percussion","no fast modern electronic dance beats, no aggressive shouting metal growls, no rapid trap triplet hi-hat rolls, no sliding heavy 808 sub-bass glides, no high-definition pop autotune vocal belting",The Sound of reggae boliviano - 호텔 라운지
tuvan folk,Traditional Celtic Folk / Irish Jig Style (켈틱 포크),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"tuvan folk, 110-140 bpm, lively acoustic fiddle, bright tin whistle, organic bodhran drum, wooden acoustic guitar, uilleann pipes, concertina accents","no modern electronic drum machines, no heavy metal high-gain distortion guitars, no digital autotune voice shifting, no sliding heavy 808 sub-bass glides, no synthetic pop pads",The Sound of tuvan folk - 호텔 라운지
canadian shoegaze,Shoegaze / Dream Noise Rock (슈게이즈),감성 브이로그 / 내추럴 브랜드 쇼룸 / 카페 큐레이션,"canadian shoegaze, 80-120 bpm, blinding walls of guitar feedback, reversed reverb distortion, buried soft vocals, melodic driving bass, steady heavy acoustic drums","no clear upfront commercial pop vocals, no digital autotune voice shifting, no progressive metal clear technical speed guitar solos, no modern electronic trap drum machine loops, no sharp digital synthesizers",The Sound of canadian shoegaze - 감성 브이로그
hong kong tv drama,Symphonic Power Metal (심포닉 파워 메탈),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"hong kong tv drama, 140-180 bpm, lightning-fast sweep guitars, rapid double-bass drums, grand orchestral strings, pipe organ, operatic choir, harpsichord","no electronic trap drum loops, no autotuned mumble rap, no low-fi bedroom beats, no dark industrial techno distorted kicks, no relaxed country acoustic folk banjo",The Sound of hong kong tv drama - 호텔 라운지
chinese new year,Chiptune / 8-Bit Retro Gaming Music (칩튠),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"chinese new year, 120-150 bpm, vintage soundchip bleeps, 8-bit square wave leads, retro noise drums, game boy audio pulses, primitive arpeggios","no smooth high-definition pop vocals, no warm acoustic country folk guitar, no organic studio drum kits, no heavy metal high-gain distortion, no massive modern edm festival supersaw drops",The Sound of chinese new year - 호텔 라운지
skweee,Twee Pop / Jangly Indie Pop (트위 팝),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"skweee, 110-130 bpm, jangly electric guitar, acoustic guitar strumming, glockenspiel bells, tambourine, upbeat simple drum kit, melodic bass guitar","no heavy rock metal distortion, no aggressive rap shouting, no modern trap 808 sub-bass, no digital pitch autotune effects, no complex jazz fusion instrumentation, no massive edm drops",The Sound of skweee - 호텔 라운지
diy pop punk,Alternative Pop / Dark Pop (얼터너티브 팝),감성 브이로그 / 내추럴 브랜드 쇼룸 / 카페 큐레이션,"diy pop punk, 75-105 bpm, minimalist sub-bass, organic foley percussion, clean delayed synth pluck, muted acoustic piano, subtle digital soundscapes","no massive edm supersaw leads, no heavy high-gain rock guitars, no high-tempo happy hardcore, no traditional large orchestral strings, no traditional belt singing",The Sound of diy pop punk - 감성 브이로그
italian classical piano,Neo-Classical Ambient / Modern Classical (네오클래식 앰비언트),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"italian classical piano, 50-75 bpm, felt upright piano, warm cinematic string ensemble, minimal sub-bass drones, mechanical piano key clicks, soft ambient synthesizer pads","no rhythmic electronic drum machines, no dynamic trap 808 hi-hat loops, no digital autotune voice shifting, no heavy metal guitar distortion, no generic commercial pop choruses",The Sound of italian classical piano - 호텔 라운지
swedish choir,Euro Disco / Italo Disco (유로 디스코),감성 브이로그 / 내추럴 브랜드 쇼룸 / 카페 큐레이션,"swedish choir, 115-125 bpm, synthetic 4/4 kick, rolling octave bassline, retro synth brass, electronic handclaps, cosmic laser sound effects, analogue synthesizers","no modern heavy trap 808 bass, no rapid trap hi-hat rolls, no autotune mumble rap, no modern dubstep drops, no raw live acoustic rock drums, no slow melancholic acoustic ballads",The Sound of swedish choir - 감성 브이로그
muzica bisericeasca,Gothic Americana / Dark Country (고딕 아메리카나),감성 브이로그 / 내추럴 브랜드 쇼룸 / 카페 큐레이션,"muzica bisericeasca, 65-85 bpm, weeping dobro guitar, dark acoustic guitar plucks, heavy floor tom stomps, rusty banjo, atmospheric deep cello, hollow reverb whistling","no bright uplifting pop melodies, no electronic drum machines, no modern synthesisers, no auto-tuned rap flows, no flashy k-pop production, no bright electronic instruments",The Sound of muzica bisericeasca - 감성 브이로그
galway indie,Modern K-Indie / Sentimental Rock (모던 케이인디),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"galway indie, 80-105 bpm, warm acoustic guitar, vintage electric guitar, soft acoustic drums, melodic bass guitar, warm nostalgic synth pads","no heavy metal high-gain distortion, no aggressive autotune rap, no electronic trap drum loops, no massive edm drops, no futuristic hyperpop synths",The Sound of galway indie - 호텔 라운지
new england hardcore,Melodic Hardcore / Emotional Punk (멜로딕 하드코어),감성 브이로그 / 내추럴 브랜드 쇼룸 / 카페 큐레이션,"new england hardcore, 150-180 bpm, fast melodic distorted guitar, rapid driving double-time drums, aggressive punchy bass guitar, raw guitar feedback","no modern electronic trap drum loops, no digital autotune vocal shifting, no cheerful pop-punk major scale melodies, no dark industrial techno drones, no smooth r&b harmonies",The Sound of new england hardcore - 감성 브이로그
rock catracho,J-Rock Anisong / Anime Opening Style (제이록 애니송),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"rock catracho, 160-180 bpm, fast electric guitar solos, driving bass guitar, rapid acoustic drums, dramatic orchestral strings, bright synthesizer arpeggios","no slow acoustic rhythm, no autotune mumble rap, no electronic trap drum loops, no dark industrial techno drones, no lo-fi bedroom cassette hiss",The Sound of rock catracho - 호텔 라운지
chinese metal,Industrial Metal / Neue Deutsche Härte (인더스트리얼 메탈),감성 브이로그 / 내추럴 브랜드 쇼룸 / 카페 큐레이션,"chinese metal, 90-110 bpm, chugging machine guitar riffs, heavy electronic sequencers, harsh industrial metallic percussions, pounding 4/4 electronic kicks, vintage hardware synths","no cheerful major scale pop melodies, no digital trap triplet hi-hat rolls, no smooth commercial pop vocal harmonies, no loose acoustic blues guitar, no rapid progressive metal sweeping solos",The Sound of chinese metal - 감성 브이로그
neo-trad prog,Emo Trap / Cloud Rap (이모 트랩),감성 브이로그 / 내추럴 브랜드 쇼룸 / 카페 큐레이션,"neo-trad prog, 110-140 bpm, melancholic acoustic guitar loops, sad minor grand piano, heavy 808 sub-bass, crisp trap hi-hats, ambient vinyl hiss","no heavy metal distortion, no bright high-tempo edm, no classical orchestra brass, no energetic party chants, no cheerful major scale melodies",The Sound of neo-trad prog - 감성 브이로그
iraqi hip hop,Lo-Fi Hip Hop / Chillhop Bedroom Beats (로파이 힙합),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"iraqi hip hop, 70-85 bpm, dusty vinyl drum breaks, jazzy acoustic piano chords, warm muted electric bass, vintage cassette tape hiss, continuous vinyl crackle noise, cozy guitar...","no fast electronic dance beats, no aggressive shouting rap flows, no rapid triplet trap hi-hat rolls, no heavy metal high-gain guitar distortion, no sharp commercial high-definition vocal belting",The Sound of iraqi hip hop - 호텔 라운지
jazz chileno,Afro-Cuban Jazz / Latin Jazz (아프로 큐반 재즈),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"jazz chileno, 120-150 bpm, syncopated piano tumbao, driving congas and bongos, cascading brass horn sections, warm acoustic upright bass, timbales, cowbell accents","no modern electronic drum machines, no heavy metal high-gain distortion guitars, no digital trap 808 sub-bass, no autotuned commercial mumble rap, no smooth synthesized pop pads",The Sound of jazz chileno - 호텔 라운지
bosstown sound,Traditional Brazilian Bossa Nova (보사노바),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"bosstown sound, 80-90 bpm, syncopated nylon guitar strumming, smooth acoustic upright bass, soft brushing snare, organic percussion, warm acoustic grand piano","no digital electronic drum machines, no heavy high-gain metal guitar distortion, no sharp synthesizer leads, no aggressive shouting rap, no modern trap 808 sub-bass",The Sound of bosstown sound - 호텔 라운지
japanese black metal,Industrial Metal / Neue Deutsche Härte (인더스트리얼 메탈),감성 브이로그 / 내추럴 브랜드 쇼룸 / 카페 큐레이션,"japanese black metal, 90-110 bpm, chugging machine guitar riffs, heavy electronic sequencers, harsh industrial metallic percussions, pounding 4/4 electronic kicks, vintage hardw...","no cheerful major scale pop melodies, no digital trap triplet hi-hat rolls, no smooth commercial pop vocal harmonies, no loose acoustic blues guitar, no rapid progressive metal sweeping solos",The Sound of japanese black metal - 감성 브이로그
rominimal,Doom Metal / Sludge Heavy Rock (둠 메탈),Z세대 트렌디 숏폼 / 액티브 클럽 스페이스 BGM,"rominimal, 60-80 bpm, down-tuned fuzz guitar, monolith heavy bass, slow giant acoustic drums, dark vintage organ, raw audio feedback","no fast high-speed metal guitar shredding solos, no modern electronic trap drum loops, no digital autotune voice shifting, no cheerful major scale pop melodies, no crisp radio-friendly master",The Sound of rominimal - Z세대 트렌디 숏폼
ohio hardcore,Melodic Hardcore / Emotional Punk (멜로딕 하드코어),감성 브이로그 / 내추럴 브랜드 쇼룸 / 카페 큐레이션,"ohio hardcore, 150-180 bpm, fast melodic distorted guitar, rapid driving double-time drums, aggressive punchy bass guitar, raw guitar feedback","no modern electronic trap drum loops, no digital autotune vocal shifting, no cheerful pop-punk major scale melodies, no dark industrial techno drones, no smooth r&b harmonies",The Sound of ohio hardcore - 감성 브이로그
hungarian contemporary classical,Neo-Classical Ambient / Modern Classical (네오클래식 앰비언트),감성 브이로그 / 내추럴 브랜드 쇼룸 / 카페 큐레이션,"hungarian contemporary classical, 50-75 bpm, felt upright piano, warm cinematic string ensemble, minimal sub-bass drones, mechanical piano key clicks, soft ambient synthesizer pads","no rhythmic electronic drum machines, no dynamic trap 808 hi-hat loops, no digital autotune voice shifting, no heavy metal guitar distortion, no generic commercial pop choruses",The Sound of hungarian contemporary classical - 감성 브이로그
finnish psychedelic rock,Psychedelic Rock / Acid Rock (사이케델릭 록),감성 브이로그 / 내추럴 브랜드 쇼룸 / 카페 큐레이션,"finnish psychedelic rock, 80-120 bpm, fuzzy wah-wah electric guitar, swirling leslie speaker organ, pulsating hypnotic bass, vintage acoustic drums, sitar textures, reverse tape...","no modern digital electronic drum machines, no dynamic trap hi-hat rolls, no commercial autotune pitch-shifting, no sharp edm supersaw leads, no simple major scale pop",The Sound of finnish psychedelic rock - 감성 브이로그
rap paraguayo,Dreamy UK Garage (드림 가라지),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"rap paraguayo, 120 bpm, 로드스 전자 피아노, 메탈릭 림샷, 홀로우 서브 베이스, 피치드 보컬 찹","extreme harsh noise, unpolished garage recording",The Sound of rap paraguayo - 호텔 라운지
hypertrance,Psytrance / Psychedelic Trance (사이케델릭 트랜스),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"hypertrance, 138-145 bpm, rolling triplet bassline, acid squelch filters, psychedelic laser fx, hypnotic alien soundscapes, punchy trance kick","no traditional radio pop chord progressions, no slow lo-fi hiphop beats, no generic happy house club kicks, no heavy metal high-gain distortion guitars, no smooth clean pop vocal harmonies",The Sound of hypertrance - 호텔 라운지
canzone siciliane,Funk Carioca / Brazilian Baile Funk (브라질리언 펑크),호텔 라운지 / 스타트업 집중력 향상 / 명상 및 스파 공간,"canzone siciliane, 125-130 bpm, dynamic tamborzão beat, raw mpc drum sampler, minimalist whistle sfx, sub-bass thuds, brass stabs","no slow acoustic folk guitar, no smooth r&b backing harmonies, no clean major scale commercial piano, no progressive edm festival supersaw drops, no dark industrial techno drones",The Sound of canzone siciliane - 호텔 라운지
christian death metal,Industrial Metal / Neue Deutsche Härte (인더스트리얼 메탈),감성 브이로그 / 내추럴 브랜드 쇼룸 / 카페 큐레이션,"christian death metal, 90-110 bpm, chugging machine guitar riffs, heavy electronic sequencers, harsh industrial metallic percussions, pounding 4/4 electronic kicks, vintage hard...","no cheerful major scale pop melodies, no digital trap triplet hi-hat rolls, no smooth commercial pop vocal harmonies, no loose acoustic blues guitar, no rapid progressive metal sweeping solos",The Sound of christian death metal - 감성 브이로그
